Compound,Count,Date,Negative,Neutral,Positive,Tweet Text,User
0.0,11,Tue Jun 26 23:02:07 +0000 2018,0.0,1.0,0.0,"There's a lot of trash in the ocean these days. But which of these items is most frequently found on beaches?
• Str… https://t.co/c9S1j3u8TK",@NYTimes
0.0,12,Tue Jun 26 22:47:01 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/oGWjTEu9lT,@NYTimes
-0.3595,13,Tue Jun 26 22:32:02 +0000 2018,0.172,0.828,0.0,“We have a Haring!” A Keith Haring mural comes out of hiding in Amsterdam. https://t.co/6j5TSmeoWf,@NYTimes
-0.7096,14,Tue Jun 26 22:17:03 +0000 2018,0.237,0.763,0.0,"Senator Rand Paul has sued a neighbor who attacked him in his front yard last year, seeking damages to compensate f… https://t.co/TGaSv1AWs4",@NYTimes
-0.3818,15,Tue Jun 26 22:02:03 +0000 2018,0.184,0.708,0.108,A famed consulting firm. A huge contract. We examine the roots of McKinsey’s disastrous gamble in South Africa. https://t.co/HXu56lhe3X,@NYTimes
0.3182,16,Tue Jun 26 21:47:03 +0000 2018,0.079,0.788,0.133,RT @NYTMetro: Public housing successfully endured New York City’s most turbulent eras. We combed through our photo archives for forgotten i…,@NYTimes
0.0,17,Tue Jun 26 21:33:37 +0000 2018,0.0,1.0,0.0,.@NYTSports Editor Jason Stallman scored 51.8% ... seems beatable.,@NYTimes
-0.296,18,Tue Jun 26 21:31:42 +0000 2018,0.095,0.905,0.0,Something missing here? We removed the ⚽️s from these World Cup photos. See if you can guess where they once were.… https://t.co/lQ8dqEbLFc,@NYTimes
-0.6249,19,Tue Jun 26 21:20:08 +0000 2018,0.177,0.823,0.0,"Remember the ""ecce homo"" painting in Spain that was called one of the worst restoration projects in modern history?… https://t.co/T4fU3CJI4L",@NYTimes
0.6249,20,Tue Jun 26 21:10:06 +0000 2018,0.125,0.569,0.306,"Lindsay Lohan says she's in a better place now. ""I’m a normal, nice person. A good person. I don’t have any bad int… https://t.co/okC0kcCgu1",@NYTimes
0.2023,21,Tue Jun 26 20:55:02 +0000 2018,0.121,0.685,0.194,"RT @UpshotNYT: We were looking for a fair system that encouraged attacking soccer, with a few constraints about what FIFA could realistical…",@NYTimes
0.0,22,Tue Jun 26 20:51:37 +0000 2018,0.0,1.0,0.0,RT @MichaelPaulson: The Secret Life of Sven: How a speechless reindeer is brought to life in Broadway's “Frozen.” https://t.co/mMgHP3aqTg h…,@NYTimes
-0.5106,23,Tue Jun 26 20:40:08 +0000 2018,0.29,0.58,0.13,Your laptop is probably dirty and gross. It might be time to clean it. https://t.co/19C67OvCaN,@NYTimes
0.34,24,Tue Jun 26 20:28:05 +0000 2018,0.096,0.746,0.158,Republicans' hardball tactics to stop President Obama's Supreme Court nominee in 2016 paid off today with rulings o… https://t.co/GLjYVVsqdi,@NYTimes
0.6249,25,Tue Jun 26 20:18:01 +0000 2018,0.0,0.788,0.212,"We spent 3 days with Kanye West in Wyoming. He was calm, measured, verging on beatific, and also self-aware and wil… https://t.co/9dt7ivi3Wn",@NYTimes
0.0,26,Tue Jun 26 20:14:33 +0000 2018,0.0,1.0,0.0,Croatia eliminated Iceland from the World Cup with a 2-1 victory https://t.co/zgSMj2KQN3,@NYTimes
0.2732,27,Tue Jun 26 20:08:03 +0000 2018,0.0,0.877,0.123,"It was an afternoon of “God, fashion and politics or God, politics and fashion, whichever” https://t.co/TRXksDGoNi",@NYTimes
-0.2263,28,Tue Jun 26 19:58:04 +0000 2018,0.1,0.837,0.063,The arrest warrant for Rosa Parks shows that it took the police a couple of tries to settle on legal language descr… https://t.co/pHehixKGv7,@NYTimes
0.0,29,Tue Jun 26 19:57:04 +0000 2018,0.0,1.0,0.0,Lionel Messi and Argentina took a dramatic and unlikely path to advance from the World Cup's group stage https://t.co/3duhtbFUSN,@NYTimes
-0.296,30,Tue Jun 26 19:48:08 +0000 2018,0.128,0.796,0.075,Iceland’s Viking Thunder Clap is meant to conjure the spirit of ancient invaders from harsh volcanic lands. But the… https://t.co/bvgJ8HUowd,@NYTimes
0.0,31,Tue Jun 26 19:38:03 +0000 2018,0.0,1.0,0.0,"RT @NYTMetro: The congressional primary on Tuesday is merely the first of two for New York voters, who will also go to the polls in Septemb…",@NYTimes
0.0,32,Tue Jun 26 19:28:03 +0000 2018,0.0,1.0,0.0,"In Opinion

Op-Ed columnist @michelleinbklyn writes, ""The right’s revulsion against a black president targeted by b… https://t.co/rT4bIARi90",@NYTimes
0.4404,33,Tue Jun 26 19:18:07 +0000 2018,0.0,0.873,0.127,RT @NYTScience: We're finally starting to get a good look at the Ryugu asteroid as Japan's Hayabusa2 spacecraft slowly approaches it https:…,@NYTimes
-0.296,34,Tue Jun 26 19:08:05 +0000 2018,0.136,0.864,0.0,China’s government has turned its censors against an unlikely target: its own economic policies https://t.co/zn0mg4U5WS,@NYTimes
-0.4215,35,Tue Jun 26 18:58:05 +0000 2018,0.118,0.882,0.0,RT @AndrewDasNYT: So @andrewkeh found a Mexican college student who showed up in Russia with a sombrero but no match tickets. A story of op…,@NYTimes
0.25,36,Tue Jun 26 18:49:05 +0000 2018,0.0,0.875,0.125,RT @MaggieAstor: Got a question about @nytimes political coverage? Here's your chance to ask @patrickhealynyt https://t.co/vhr3hdjnHG,@NYTimes
0.0,37,Tue Jun 26 18:48:55 +0000 2018,0.149,0.702,0.149,"RT @peterbakernyt: In upholding travel ban, Supreme Court majority rules that president’s statutory power over immigration is not undermine…",@NYTimes
0.0,38,Tue Jun 26 18:48:04 +0000 2018,0.143,0.714,0.143,"Sonia Sotomayor in her dissent of the Supreme Court's travel ban decision, lashed out at President Trump, quoting a… https://t.co/0160x3OYQx",@NYTimes
0.0,39,Tue Jun 26 18:38:04 +0000 2018,0.0,1.0,0.0,Argentina must beat Nigeria or Lionel Messi’s 2018 World Cup is over. Live updates: https://t.co/yUgXY3yBCj,@NYTimes
0.0,40,Tue Jun 26 18:18:04 +0000 2018,0.0,1.0,0.0,"RT @nytfood: The goal, according to industry analysts, is to “uncottage” cottage cheese — or, as one dairy executive put it, “Chobani it” h…",@NYTimes
-0.4588,41,Tue Jun 26 18:08:02 +0000 2018,0.125,0.875,0.0,"In order for Iceland to advance, the team must defeat Croatia. Their World Cup fate also depends on the results of… https://t.co/UXnUAzHrsx",@NYTimes
0.0,42,Tue Jun 26 18:00:50 +0000 2018,0.0,1.0,0.0,We deleted this earlier tweet because it should have said President Trump's nomination of Neil Gorsuch https://t.co/abjWu2doow,@NYTimes
0.0,43,Tue Jun 26 17:58:06 +0000 2018,0.155,0.69,0.155,"With the Supreme Court's travel ban and abortion rulings, the consequences of President Trump's nomination of Neil… https://t.co/Otl1L3LT91",@NYTimes
0.8218,44,Tue Jun 26 17:58:06 +0000 2018,0.087,0.607,0.306,"RT @NYTScience: If these researchers can find the most super of the ""super coral,"" they might be able to use it to restore threatened reefs…",@NYTimes
-0.1027,45,Tue Jun 26 17:48:05 +0000 2018,0.092,0.833,0.075,These photos from the World Cup are missing one important element – the ball. See if you can guess where it was.… https://t.co/DNXIQHW1RS,@NYTimes
-0.2755,46,Tue Jun 26 17:28:06 +0000 2018,0.095,0.905,0.0,An oral history of the rise and fall of New York City's public housing — because it wasn't always like this https://t.co/fPBtB36xaW,@NYTimes
-0.6369,47,Tue Jun 26 17:18:07 +0000 2018,0.269,0.641,0.09,"David Goldblatt, who documented the oppressive racial dynamics of South Africa during apartheid and after, died on… https://t.co/4f02CnIuhI",@NYTimes
0.4404,48,Tue Jun 26 17:08:04 +0000 2018,0.0,0.888,0.112,This is not how Argentina’s World Cup was supposed to go. The team now must beat Nigeria to have any hope of advanc… https://t.co/w9LKDY9aph,@NYTimes
-0.743,49,Tue Jun 26 16:59:59 +0000 2018,0.301,0.551,0.148,"RT @nytopinion: In the travel ban case, the Supreme Court's 5-4 majority turned a blind eye to racism by invoking legal rules that give the…",@NYTimes
-0.4404,50,Tue Jun 26 16:58:06 +0000 2018,0.132,0.868,0.0,RT @MitchKSmith: President Trump is not letting up on his criticism of Wisconsin-based Harley-Davidson's plans to move more production over…,@NYTimes
0.2023,51,Tue Jun 26 16:43:42 +0000 2018,0.0,0.899,0.101,There will be important primaries or runoff elections in 7 states today. Here's what to watch for. https://t.co/VqPDDNccJK,@NYTimes
0.6115,52,Tue Jun 26 16:30:51 +0000 2018,0.0,0.84,0.16,Uber won an appeal to regain its London taxi license. It’s a victory for efforts by its new chief executive to reva… https://t.co/QqPB9Hf6Z1,@NYTimes
0.0258,53,Tue Jun 26 16:28:02 +0000 2018,0.059,0.878,0.063,"Sometimes, we leave sex thinking, “What exactly just happened?” We want to hear from you and your experiences with… https://t.co/2ZeVXhkOPx",@NYTimes
-0.3412,54,Tue Jun 26 16:18:02 +0000 2018,0.124,0.876,0.0,Denmark and France finished their game with the World Cup’s first 0-0 draw. Fans weren't too pleased. https://t.co/CyYtdHZbTA,@NYTimes
-0.3612,55,Tue Jun 26 16:12:13 +0000 2018,0.179,0.718,0.103,RT @kartpat: How We Created a Virtual Crime Scene to Investigate Syria’s #ChemicalAttack @nytgraphics #AR #AugmentedReality https://t.co/tE…,@NYTimes
0.1154,56,Tue Jun 26 16:08:08 +0000 2018,0.0,0.925,0.075,"""We must consider not only the statements of a particular President, but also the authority of the Presidency itsel… https://t.co/hOcFbEYdTF",@NYTimes
-0.5719,57,Tue Jun 26 15:58:06 +0000 2018,0.188,0.812,0.0,"“Why do you hate us?” a man doing yard work asked.
“Because you’re Mexicans,” the woman said.
https://t.co/JYR4GUsuDL",@NYTimes
0.0,58,Tue Jun 26 15:48:07 +0000 2018,0.0,1.0,0.0,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/4Hu0vvtS2p,@NYTimes
0.3182,59,Tue Jun 26 15:38:05 +0000 2018,0.0,0.887,0.113,"Coaching a World Cup team has left less time for Heimir Hallgrimsson’s original job, looking after people’s teeth i… https://t.co/N1VHK5SOvb",@NYTimes
0.7096,60,Tue Jun 26 15:32:37 +0000 2018,0.105,0.544,0.351,"The Supreme Court overruled Korematsu v. United States, which endorsed the detention of Japanese-Americans during W… https://t.co/BCfSr0Kf3f",@NYTimes
0.0,61,Tue Jun 26 15:28:04 +0000 2018,0.0,1.0,0.0,Meet Colorado’s new single-issue voters: the cannabis community https://t.co/zSHQXhQnrW,@NYTimes
0.0258,62,Tue Jun 26 15:18:06 +0000 2018,0.209,0.622,0.169,"Reality Winner, the first person prosecuted by the Trump administration on charges of leaking classified informatio… https://t.co/QpTRtEF5PL",@NYTimes
-0.2023,63,Tue Jun 26 15:10:39 +0000 2018,0.104,0.896,0.0,"RT @UpshotNYT: “If we were to pay what we need to pay people to make a living in San Francisco, a $10 hamburger would be a $20 hamburger, a…",@NYTimes
0.0,64,Tue Jun 26 14:58:03 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: What if Trump and Putin went on a date? Animator @plymptoons imagines the scene in Episode 2 of ""Trump Bites."" https://t.co…",@NYTimes
-0.4019,65,Tue Jun 26 14:44:09 +0000 2018,0.234,0.632,0.134,"When the Supreme Court heard arguments on President Trump's travel ban, here are some of the questions the justices… https://t.co/KuYQsHmiin",@NYTimes
0.4404,66,Tue Jun 26 14:38:01 +0000 2018,0.0,0.804,0.196,Some companies are starting to offer student loan payment benefits in response to financial challenges facing young… https://t.co/WlK8UyPbaQ,@NYTimes
0.0,67,Tue Jun 26 14:34:45 +0000 2018,0.17,0.66,0.17,RT @nytgraphics: The Supreme Court upheld President Trump's travel ban. How the justices voted: https://t.co/9CtvagjiMt https://t.co/6uTTcI…,@NYTimes
0.0,68,Tue Jun 26 14:26:30 +0000 2018,0.149,0.702,0.149,"Breaking News: President Trump’s travel ban is lawful, the Supreme Court ruled. The 5-4 decision is a major stateme… https://t.co/C2NPLBrtAz",@NYTimes
-0.3818,69,Tue Jun 26 14:25:32 +0000 2018,0.261,0.588,0.151,"Breaking News: The Supreme Court blocked a California law requiring ""crisis pregnancy centers"" to tell women about… https://t.co/i1BdTlcHad",@NYTimes
0.0,70,Tue Jun 26 14:18:06 +0000 2018,0.0,1.0,0.0,"RT @taffyakner: I went to the woods because I wanted to live deliberately, but also to visit @jonathan_franzen. My profile @NYTmag is up: h…",@NYTimes
0.0,71,Tue Jun 26 14:10:34 +0000 2018,0.0,1.0,0.0,"When Pedro Cabrita Reis became an international art star, he had few peers from Portugal. His collecting habit help… https://t.co/cPH9bNgwFK",@NYTimes
0.5859,72,Tue Jun 26 14:00:14 +0000 2018,0.0,0.84,0.16,"Denmark takes on France, and needs a win or draw to advance to the knockout round. Follow here for live updates: https://t.co/hdA4Pw5B2W",@NYTimes
-0.2263,73,Tue Jun 26 13:45:06 +0000 2018,0.091,0.909,0.0,A judge threw out a lawsuit brought by San Francisco and Oakland against fossil fuel companies over the costs of de… https://t.co/o1KR1RUvxj,@NYTimes
0.0,74,Tue Jun 26 13:31:54 +0000 2018,0.0,1.0,0.0,President Trump has often lauded Harley-Davidson as a U.S. icon and job creator. Now he's lashing out over its plan… https://t.co/vidnQ15aNi,@NYTimes
-0.4215,75,Tue Jun 26 13:30:08 +0000 2018,0.214,0.677,0.109,"“Who is this stupid God?"" The remarks of President Rodrigo Duterte startled even some of his supporters in the Phil… https://t.co/RVnlIs2T87",@NYTimes
0.4404,76,Tue Jun 26 13:15:02 +0000 2018,0.0,0.868,0.132,"Lindsay Lohan is turning 32 in July. For the first time in her life, she says she feels safe. https://t.co/Nxr3qg4UD8",@NYTimes
0.0,77,Tue Jun 26 13:00:12 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/DlTkfPsiV3 https://t.co/9FRqQfotwf,@NYTimes
0.0,78,Tue Jun 26 12:45:06 +0000 2018,0.0,1.0,0.0,"A new version of the 1040 income tax form may be postcard-size, but smaller is not necessarily simpler https://t.co/y85VPje5ai",@NYTimes
0.0772,79,Tue Jun 26 12:15:08 +0000 2018,0.093,0.802,0.105,Technology is fast changing how people with disabilities travel. But the advantages often stop at the door of the p… https://t.co/W9A4OVgfUY,@NYTimes
0.0,80,Tue Jun 26 12:00:06 +0000 2018,0.0,1.0,0.0,This item is the most frequently found type of trash littering our beaches. Can you guess what it is? https://t.co/TFlIzyXHJ9,@NYTimes
-0.34,81,Tue Jun 26 11:45:06 +0000 2018,0.112,0.888,0.0,"So far, the Pawnee Fire has burned thousands of acres in Northern California, razing several homes and forcing hund… https://t.co/rKN6wKaVYP",@NYTimes
-0.296,82,Tue Jun 26 11:30:13 +0000 2018,0.104,0.896,0.0,No heat. Leaks. Mold and pests. New York City public housing has become synonymous with dilapidation. But it wasn’t… https://t.co/9QWo2z4WoE,@NYTimes
0.0,83,Tue Jun 26 11:30:12 +0000 2018,0.0,1.0,0.0,"Jimmy Fallon responds to President Trump: ""You’re the president! Why are you tweeting at me?” Our late-night roundu… https://t.co/A9xSjlRKT2",@NYTimes
0.0,84,Tue Jun 26 11:15:09 +0000 2018,0.0,1.0,0.0,A New York Times investigation found that pregnancy discrimination is systematic and pervasive inside America’s big… https://t.co/KZMvzd9Ah1,@NYTimes
0.0,85,Tue Jun 26 11:14:04 +0000 2018,0.0,1.0,0.0,"RT @andrewkeh: There are hundreds of thousands of soccer fans in Russia right now. They must all have a story to tell. Here's one, about wh…",@NYTimes
0.0772,86,Tue Jun 26 11:00:03 +0000 2018,0.0,0.947,0.053,"“I see mothers bury their sons,” Antwon Rose II wrote in a poem. “I want my mom to never feel that pain.” The poem… https://t.co/bbPTXD2wwK",@NYTimes
0.0,87,Tue Jun 26 10:45:05 +0000 2018,0.0,1.0,0.0,The group stage of the World Cup is almost over. Here's how teams can advance to the round of 16. https://t.co/HF3UYHhybi,@NYTimes
-0.2263,88,Tue Jun 26 10:30:07 +0000 2018,0.226,0.584,0.191,A rift in the Democratic party has opened over whether stoking anti-Trump outrage is helping or undermining its pro… https://t.co/PBoDtUsvCs,@NYTimes
0.0,89,Tue Jun 26 10:15:06 +0000 2018,0.0,1.0,0.0,Here are a few things to watch out for today as voters head to the polls in 7 states https://t.co/f5yFw2FO8a,@NYTimes
0.0,90,Tue Jun 26 10:00:08 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/aeN8TNIbDg https://t.co/LxIAVvILIZ,@NYTimes
-0.6486,91,Tue Jun 26 09:45:03 +0000 2018,0.223,0.777,0.0,"A video showed a woman in California unleashing a diatribe against Mexicans, calling them rapists, animals and drug… https://t.co/9chAU4wVJj",@NYTimes
0.0,92,Tue Jun 26 09:40:05 +0000 2018,0.0,1.0,0.0,"Who, exactly, is ISIS? That question fuels our podcast ""Caliphate."" The final episode is out, and you can listen to… https://t.co/tbZshTKDO8",@NYTimes
0.0,93,Tue Jun 26 09:15:05 +0000 2018,0.0,1.0,0.0,Sometimes spiders ride the wind https://t.co/ALoZvV1wi1,@NYTimes
-0.5574,94,Tue Jun 26 09:00:07 +0000 2018,0.267,0.644,0.089,The latest discontented group to upset the Chinese Communist Party's image of dominance? Army veterans. https://t.co/ISJk9G6Lzh,@NYTimes
-0.3875,95,Tue Jun 26 08:43:52 +0000 2018,0.134,0.866,0.0,"""I don't know how it works and I don't care. Never eating instant ramen any other way again."" https://t.co/pZGzyGUHjj",@NYTimes
-0.25,96,Tue Jun 26 08:27:06 +0000 2018,0.111,0.889,0.0,"Erdogan must now face Turkey's troubled economy, but his increasingly authoritarian and anti-Western bent is aliena… https://t.co/x7gitBjWeX",@NYTimes
0.0,97,Tue Jun 26 08:18:42 +0000 2018,0.0,1.0,0.0,Hedge funds and private-equity firms are pouring money into large personal-injury cases even as scrutiny of the bus… https://t.co/uaGkMk5nqP,@NYTimes
0.7579,98,Tue Jun 26 08:02:04 +0000 2018,0.0,0.764,0.236,A Sri Lankan port is one of the most vivid examples of China’s ambitious use of loans and aid to gain influence aro… https://t.co/CkktD1yVWo,@NYTimes
-0.7184,99,Tue Jun 26 07:46:02 +0000 2018,0.25,0.75,0.0,"RT @nytimesworld: Turkey is facing an array of economic troubles, an increasingly disgruntled populace and troubled relations with its West…",@NYTimes
